stop_id,stop_name,zone_id,stop_lat,stop_lon
58005,Moinabad Bus Stop,Moinabad Bus Stop,17.328963,78.27318
58006,Decent Poultry,Decent Poultry,17.331272,78.293155
58007,Jbiet College Amdapur X Road Bus Stop,Jbiet College Amdapur X Road Bus Stop,17.331622,78.297383
58008,Himayathnagar X Road,Himayathnagar X Road,17.338777,78.311993
58009,Aziz Nagar X Roads,Aziz Nagar X Roads,17.344189,78.324658
58010,Osman Sagar X Rd,Osman Sagar X Rd,17.353197,78.330556
58011,Golden Farms,Golden Farms,17.353754,78.342071
58012,Appa Junction,Appa Junction,17.350843,78.358307
58013,Himayathnagar X Road,Himayathnagar X Road,17.339313,78.311199
58014,Himayathnagar Village,Himayathnagar Village,17.342901,78.308216
58015,Residential School-Chilkur Balaji,Residential School-Chilkur Balaji,17.347658,78.299925
58016,Chilkur Balaji Temple,Chilkur Balaji Temple,17.357105,78.299909
58017,Residential School-Chilkur Balaji,Residential School-Chilkur Balaji,17.347786,78.299984
58018,Himayathnagar Village,Himayathnagar Village,17.342598,78.30895
58019,Md Lines,Md Lines,17.392006,78.417122
58020,Moti Darwaza,Moti Darwaza,17.384731,78.410445
58021,Hmt Nagar Nacharam,Hmt Nagar Nacharam,17.42444,78.547314
58022,Nacharam,Nacharam,17.428082,78.550943
58023,Nacharam X Road,Nacharam X Road,17.433636,78.554459
58024,Delhi Tubes Nacharam,Delhi Tubes Nacharam,17.4383,78.558339
58025,Janapriya - Mallapur,Janapriya - Mallapur,17.441773,78.565282
58026,Mallapur,Mallapur,17.445488,78.567406
58027,Noma Function Hall Nacharam,Noma Function Hall Nacharam,17.447195,78.571998
58028,Nfc X Roads,Nfc X Roads,17.448494,78.575339
58029,Play Ground-Hb Clny,Play Ground-Hb Clny,17.452246,78.56628
58030,Nfc X Roads,Nfc X Roads,17.448265,78.57539
58031,Noma Function Hall Nacharam,Noma Function Hall Nacharam,17.446985,78.572282
58032,Mallapur,Mallapur,17.444833,78.56735
58033,Janapriya - Mallapur,Janapriya - Mallapur,17.442149,78.566088
58034,Delhi Tubes Nacharam,Delhi Tubes Nacharam,17.438099,78.558231
58035,Nacharam X Road,Nacharam X Road,17.433125,78.554644
58036,Nacharam,Nacharam,17.427835,78.550933
58037,Hmt Nagar Nacharam,Hmt Nagar Nacharam,17.424029,78.547171
58038,Sudharshan Theatre,Sudharshan Theatre,17.407241,78.495032
58039,Vivekananda Nagar Clny,Vivekananda Nagar Clny,17.493644,78.41043
58040,Allwyn Colony Phase 1,Allwyn Colony Phase 1,17.501999,78.418889
58041,Jagadgiri Gutta,Jagadgiri Gutta,17.502041,78.426142
58042,Unknown,UNKNOWN,17.301989,78.538159
58043,Unknown,UNKNOWN,17.302131,78.537964
58044,Balapur 'X' Rds,Balapur 'X' Rds,17.317911,78.518375
58045,Bjp Quarters,Bjp Quarters,17.325774,78.519696
58046,Uppal X Roads,Uppal X Roads,17.40204,78.559576
58047,Hcl X Roads,Hcl X Roads,17.455258,78.58137
58048,Ecil Factory,Ecil Factory,17.467247,78.573892
58049,Nagaram Ecil,Nagaram Ecil,17.487852,78.600824
58050,Rampally X Rds,Rampally X Rds,17.493903,78.605566
58051,Bandlaguda Village,Bandlaguda Village,17.501472,78.622909
58052,Cheeryal X Road,Cheeryal X Road,17.507051,78.627702
58053,Cheryal,Cheryal,17.517728,78.627
58054,Yadgarpalle East,Yadgarpalle East,17.547731,78.632589
58055,Drdo,Drdo,17.567595,78.629
58056,Yadgarpalle East,Yadgarpalle East,17.547624,78.632509
58057,Cheeryal X Road,Cheeryal X Road,17.506762,78.627911
58058,Bandlaguda Village,Bandlaguda Village,17.501385,78.623078
58059,Rampally X Rds,Rampally X Rds,17.493624,78.605413
58060,Hcl X Roads,Hcl X Roads,17.455244,78.581474
58061,Hmt Nagar Nacharam,Hmt Nagar Nacharam,17.423643,78.546794
58062,Ngri,Ngri,17.41544,78.545873
58063,Rice Mill,Rice Mill,17.267066,78.539296
58064,Chanakyapuri Adibatla,Chanakyapuri Adibatla,17.242832,78.540007
58065,Adibatla,Adibatla,17.232861,78.542453
58066,Kongara,Kongara,17.213219,78.546667
58067,Kongara Kalan Village,Kongara Kalan Village,17.199939,78.550564
58068,Unknown,UNKNOWN,17.207229,78.534222
58069,Wonderla X Road,Wonderla X Road,17.212532,78.526593
58070,Wonderla,Wonderla,17.216851,78.527698
58071,Wonderla X Road,Wonderla X Road,17.211784,78.528696
58072,Unknown,UNKNOWN,17.207377,78.534211
58073,Chanakyapuri Adibatla,Chanakyapuri Adibatla,17.242961,78.539961
58074,Rice Mill,Rice Mill,17.267092,78.5392
58075,Shiva Narayana Puram,Shiva Narayana Puram,17.303958,78.529766
58076,Unknown,UNKNOWN,17.256461,78.382125
58077,Unknown,UNKNOWN,17.296471,78.379981
58078,Unknown,UNKNOWN,17.479163,78.246942
58079,Durga Nagar-Aramghar,Durga Nagar-Aramghar,17.317994,78.437256
58080,Unknown,UNKNOWN,17.540286,78.23355
58081,Unknown,UNKNOWN,17.25658,78.381843
58082,Pisal Banda,Pisal Banda,17.340513,78.50237
58083,Chandrayangutta,Chandrayangutta,17.326036,78.477257
58084,Sadat Nagar,Sadat Nagar,17.292418,78.473771
58085,Jalpally X Rd,Jalpally X Rd,17.283118,78.471831
58086,Pahadi Shareef,Pahadi Shareef,17.271089,78.474293
58087,Sheep Farm,Sheep Farm,17.257201,78.475524
58088,Sardar Nagar,Sardar Nagar,17.2323,78.473279
58089,Tukkuguda,Tukkuguda,17.208974,78.476849
58090,Imamguda-Mhrm,Imamguda-Mhrm,17.19279,78.475178
58091,Maheshwaram Gate,Maheshwaram Gate,17.178935,78.473829
58092,Lemur X Roads,Lemur X Roads,17.164313,78.476833
58093,Thummaloor,Thummaloor,17.13243,78.477867
58094,Rachloor-Kandukur,Rachloor-Kandukur,17.124423,78.477111
58095,Gudur Gate,Gudur Gate,17.092193,78.474575
58096,Kandukur X Roads,Kandukur X Roads,17.072852,78.47401
58097,Nedunur X Road Bus Stop,Nedunur X Road Bus Stop,17.055896,78.473351
58098,Debbdaguda X Road,Debbdaguda X Road,17.025046,78.492289
58099,Unknown,UNKNOWN,17.022057,78.49409
58100,Mucherla X Road,Mucherla X Road,17.009899,78.498006
58101,Kadthal-Amangal,Kadthal-Amangal,16.985662,78.501802
58102,Kadthal Toll,Kadthal Toll,16.970514,78.507829
58103,Maisigandi,Maisigandi,16.954444,78.517282
58104,Karkalpahad,Karkalpahad,16.925585,78.527345
58105,Konapur-Amangal,Konapur-Amangal,16.901667,78.530772
58106,Vithaipalle,Vithaipalle,16.883327,78.529167
58107,Amangal,Amangal,16.849424,78.530366
58108,Amangal,Amangal,16.849224,78.530054
58109,Vithaipalle,Vithaipalle,16.877634,78.529136
58110,Konapur-Amangal,Konapur-Amangal,16.901698,78.530747
58111,Karkalpahad,Karkalpahad,16.925655,78.527278
58112,Maisigandi,Maisigandi,16.953968,78.517628
58113,Kadthal Toll,Kadthal Toll,16.970404,78.50755
58114,Kadthal-Amangal,Kadthal-Amangal,16.977606,78.504223
58115,Unknown,UNKNOWN,17.02198,78.494058
58116,Debbdaguda X Road,Debbdaguda X Road,17.02497,78.49224
58117,Nedunur X Road Bus Stop,Nedunur X Road Bus Stop,17.056204,78.473197
58118,Kandukur X Roads,Kandukur X Roads,17.073003,78.473856
