route_id,route_long_name,agency_id,route_type,route_short_name
10220,SPL-BALAJINAGAR-TO-WAVEROCK,TGSRTC,3,SPL-BALAJI
10221,5W,TGSRTC,3,5W
10222,224K/N,TGSRTC,3,224K/N
10223,G-22,TGSRTC,3,G-22
10224,107JS,TGSRTC,3,107JS
10225,107JL,TGSRTC,3,107JL
10226,18J,TGSRTC,3,18J
10227,18V/J,TGSRTC,3,18V/J
10228,16NY,TGSRTC,3,16NY
10229,18,TGSRTC,3,18
10230,18V,TGSRTC,3,18V
10231,G-32,TGSRTC,3,G-32
10232,18X,TGSRTC,3,18X
10233,16A/281,TGSRTC,3,16A/281
10234,10L/J,TGSRTC,3,10L/J
10235,16A/47L,TGSRTC,3,16A/47L
10236,47L/16A,TGSRTC,3,47L/16A
10237,280/564,TGSRTC,3,280/564
10238,545,TGSRTC,3,545
10239,24BA,TGSRTC,3,24BA
10240,16C/R,TGSRTC,3,16C/R
10241,16C,TGSRTC,3,16C
10242,38T/16CR,TGSRTC,3,38T/16CR
10243,38T/47L,TGSRTC,3,38T/47L
10244,16C/281,TGSRTC,3,16C/281
10245,217G/189M,TGSRTC,3,217G/189M
10246,23B,TGSRTC,3,23B
10247,280B,TGSRTC,3,280B
10248,280,TGSRTC,3,280
10249,20P,TGSRTC,3,20P
10250,280X,TGSRTC,3,280X
10251,23GF,TGSRTC,3,23GF
10252,23K,TGSRTC,3,23K
10253,14P,TGSRTC,3,14P
10254,23T,TGSRTC,3,23T
10255,16P,TGSRTC,3,16P
10256,44X,TGSRTC,3,44X
10257,284P,TGSRTC,3,284P
10258,492,TGSRTC,3,492
10259,115,TGSRTC,3,115
10260,16ES,TGSRTC,3,16ES
10261,16C/49M,TGSRTC,3,16C/49M
10262,283T,TGSRTC,3,283T
10263,5E,TGSRTC,3,5E
10264,280I,TGSRTC,3,280I
10265,220K,TGSRTC,3,220K
10266,220V,TGSRTC,3,220V
10267,280R,TGSRTC,3,280R
10268,226/219,TGSRTC,3,226/219
10269,18/10K/J,TGSRTC,3,18/10K/J
10270,195P,TGSRTC,3,195P
10271,24Y,TGSRTC,3,24Y
10272,16D/24B,TGSRTC,3,16D/24B
10273,115/564,TGSRTC,3,115/564
10274,564,TGSRTC,3,564
10275,16AK,TGSRTC,3,16AK
10276,17HN/290,TGSRTC,3,17HN/290
10277,221G/M,TGSRTC,3,221G/M
10278,242,TGSRTC,3,242
10279,493,TGSRTC,3,493
10280,211DY/M,TGSRTC,3,211DY/M
10281,300/216,TGSRTC,3,300/216
10282,195WP,TGSRTC,3,195WP
10283,171,TGSRTC,3,171
10284,198/171K,TGSRTC,3,198/171K
10285,24B/16D,TGSRTC,3,24B/16D
10286,195W/224G,TGSRTC,3,195W/224G
10287,283C,TGSRTC,3,283C
10288,503,TGSRTC,3,503
10289,518,TGSRTC,3,518
10290,211P,TGSRTC,3,211P
10291,495GDL,TGSRTC,3,495GDL
10292,22D,TGSRTC,3,22D
10293,211J,TGSRTC,3,211J
10294,211T ,TGSRTC,3,211T 
10295,211T,TGSRTC,3,211T
10296,211K,TGSRTC,3,211K
10297,211K ,TGSRTC,3,211K 
10298,211C/D,TGSRTC,3,211C/D
10299,16C/5K,TGSRTC,3,16C/5K
10300,16CD/5K,TGSRTC,3,16CD/5K
10301,495GM,TGSRTC,3,495GM
10302,495GGM,TGSRTC,3,495GGM
10303,495G,TGSRTC,3,495G
10304,212C/E,TGSRTC,3,212C/E
10305,29B/272I,TGSRTC,3,29B/272I
10306,567,TGSRTC,3,567
10307,212,TGSRTC,3,212
10308,567R,TGSRTC,3,567R
10309,16D/24B ,TGSRTC,3,16D/24B 
10310,272I,TGSRTC,3,272I
10311,19M,TGSRTC,3,19M
10312,19M/P,TGSRTC,3,19M/P
10313,24SS,TGSRTC,3,24SS
10314,16D,TGSRTC,3,16D
10315,235GW,TGSRTC,3,235GW
10316,233GM,TGSRTC,3,233GM
10317,233,TGSRTC,3,233
10318,234S,TGSRTC,3,234S
10319,272B,TGSRTC,3,272B
10320,567KU,TGSRTC,3,567KU
10321,233MM,TGSRTC,3,233MM
10322,495K,TGSRTC,3,495K
10323,495KM,TGSRTC,3,495KM
10324,495JN,TGSRTC,3,495JN
10325,IT SPL,TGSRTC,3,IT SPL
10326,9X/171M,TGSRTC,3,9X/171M
10327,230,TGSRTC,3,230
10328,227B,TGSRTC,3,227B
10329,183B,TGSRTC,3,183B
10330,567K,TGSRTC,3,567K
10331,227GP,TGSRTC,3,227GP
10332,229BG,TGSRTC,3,229BG
10333,16A/5K,TGSRTC,3,16A/5K
10334,16AD/5K,TGSRTC,3,16AD/5K
10335,233NM,TGSRTC,3,233NM
10336,29Q,TGSRTC,3,29Q
10337,283RG,TGSRTC,3,283RG
10338,234T,TGSRTC,3,234T
10339,229SM,TGSRTC,3,229SM
10340,585,TGSRTC,3,585
10341,229P,TGSRTC,3,229P
10342,234A,TGSRTC,3,234A
10343,227G,TGSRTC,3,227G
10344,234B,TGSRTC,3,234B
10345,24ss,TGSRTC,3,24ss
10346,587,TGSRTC,3,587
10347,234R,TGSRTC,3,234R
10348,567N,TGSRTC,3,567N
10349,229Y,TGSRTC,3,229Y
10350,10F/V,TGSRTC,3,10F/V
10351,10F,TGSRTC,3,10F
10352,589G,TGSRTC,3,589G
10353,8C/229,TGSRTC,3,8C/229
10354,235G,TGSRTC,3,235G
10355,171K/219,TGSRTC,3,171K/219
10356,234C,TGSRTC,3,234C
10357,211C,TGSRTC,3,211C
10358,229K,TGSRTC,3,229K
10359,233B,TGSRTC,3,233B
10360,567G,TGSRTC,3,567G
10361,126M,TGSRTC,3,126M
10362,10J/P,TGSRTC,3,10J/P
10363,17H,TGSRTC,3,17H
10364,241T,TGSRTC,3,241T
10365,183S/10J,TGSRTC,3,183S/10J
10366,17H/242RG,TGSRTC,3,17H/242RG
10367,242RG,TGSRTC,3,242RG
10368,242B,TGSRTC,3,242B
10369,171/9X,TGSRTC,3,171/9X
10370,242GA,TGSRTC,3,242GA
10371,242G,TGSRTC,3,242G
10372,242A,TGSRTC,3,242A
10373,578,TGSRTC,3,578
10374,498,TGSRTC,3,498
10375,580,TGSRTC,3,580
10376,497,TGSRTC,3,497
10377,577,TGSRTC,3,577
10378,272S,TGSRTC,3,272S
10379,9E,TGSRTC,3,9E
10380,10J/171,TGSRTC,3,10J/171
10381,171/10J,TGSRTC,3,171/10J
10382,224X,TGSRTC,3,224X
10383,47YM,TGSRTC,3,47YM
10384,579,TGSRTC,3,579
10385,2062,TGSRTC,3,2062
10386,577J,TGSRTC,3,577J
10387,26M,TGSRTC,3,26M
10388,189MQ,TGSRTC,3,189MQ
10389,189M/272I,TGSRTC,3,189M/272I
10390,10,TGSRTC,3,10
10391,29R,TGSRTC,3,29R
10392,17DS,TGSRTC,3,17DS
10393,17D,TGSRTC,3,17D
10394,219S/502,TGSRTC,3,219S/502
10395,17H/242BJ,TGSRTC,3,17H/242BJ
10396,17H/242,TGSRTC,3,17H/242
10397,511,TGSRTC,3,511
10398,495M,TGSRTC,3,495M
10399,49A,TGSRTC,3,49A
10400,3K/90L,TGSRTC,3,3K/90L
10401,250/281,TGSRTC,3,250/281
10402,30X,TGSRTC,3,30X
10403,17H/29B,TGSRTC,3,17H/29B
10404,250/10K,TGSRTC,3,250/10K
10405,49,TGSRTC,3,49
10406,PSJAU SPL,TGSRTC,3,PSJAU SPL
10407,3DN/95,TGSRTC,3,3DN/95
10408,3D,TGSRTC,3,3D
10409,283V,TGSRTC,3,283V
10410,283VC,TGSRTC,3,283VC
10411,280J,TGSRTC,3,280J
10412,16H,TGSRTC,3,16H
10413,26N,TGSRTC,3,26N
10414,3KN/95,TGSRTC,3,3KN/95
10415,250C,TGSRTC,3,250C
10416,30B,TGSRTC,3,30B
10417,38EX,TGSRTC,3,38EX
10418,279R,TGSRTC,3,279R
10419,211DY,TGSRTC,3,211DY
10420,250C/J,TGSRTC,3,250C/J
10421,211DMC,TGSRTC,3,211DMC
10422,3K/102,TGSRTC,3,3K/102
10423,17S,TGSRTC,3,17S
10424,22/22K,TGSRTC,3,22/22K
10425,22K,TGSRTC,3,22K
10426,280/544,TGSRTC,3,280/544
10427,22K/22,TGSRTC,3,22K/22
10428,18B/X,TGSRTC,3,18B/X
10429,280N,TGSRTC,3,280N
10430,568,TGSRTC,3,568
10431,211U,TGSRTC,3,211U
10432,17SC,TGSRTC,3,17SC
10433,211B,TGSRTC,3,211B
10434,25AJ/M,TGSRTC,3,25AJ/M
10435,25M/S,TGSRTC,3,25M/S
10436,25A/J,TGSRTC,3,25A/J
10437,211D,TGSRTC,3,211D
10438,16A/20P,TGSRTC,3,16A/20P
10439,22/25M,TGSRTC,3,22/25M
10440,25M,TGSRTC,3,25M
10441,578P,TGSRTC,3,578P
10442,15H,TGSRTC,3,15H
10443,15D,TGSRTC,3,15D
10444,15H/20,TGSRTC,3,15H/20
10445,37/8A,TGSRTC,3,37/8A
10446,211A,TGSRTC,3,211A
10447,211S,TGSRTC,3,211S
10448,212T,TGSRTC,3,212T
10449,22/21W,TGSRTC,3,22/21W
10450,21W,TGSRTC,3,21W
10451,22/25A,TGSRTC,3,22/25A
10452,25A,TGSRTC,3,25A
10453,30S,TGSRTC,3,30S
10454,AG,TGSRTC,3,AG
10455,25A/22,TGSRTC,3,25A/22
10456,25M/22,TGSRTC,3,25M/22
10457,25A/M,TGSRTC,3,25A/M
10458,BDL SPL E2,TGSRTC,3,BDL SPL E2
10459,90L/22,TGSRTC,3,90L/22
10460,18C/30S,TGSRTC,3,18C/30S
10461,543,TGSRTC,3,543
10462,490S,TGSRTC,3,490S
10463,245A,TGSRTC,3,245A
10464,18/47,TGSRTC,3,18/47
10465,127M,TGSRTC,3,127M
10466,280S,TGSRTC,3,280S
10467,281/3X,TGSRTC,3,281/3X
10468,494,TGSRTC,3,494
10469,515,TGSRTC,3,515
10470,280E,TGSRTC,3,280E
10471,113KP,TGSRTC,3,113KP
10472,250S,TGSRTC,3,250S
10473,280/5K,TGSRTC,3,280/5K
10474,18C/10H,TGSRTC,3,18C/10H
10475,BDL G-9,TGSRTC,3,BDL G-9
10476,280ST,TGSRTC,3,280ST
10477,5G,TGSRTC,3,5G
10478,22T,TGSRTC,3,22T
10479,212/702,TGSRTC,3,212/702
10480,211E,TGSRTC,3,211E
10481,333,TGSRTC,3,333
10482,17HB,TGSRTC,3,17HB
10483,242DM,TGSRTC,3,242DM
10484,25S/22,TGSRTC,3,25S/22
10485,22/25S,TGSRTC,3,22/25S
10486,187/251A,TGSRTC,3,187/251A
10487,126,TGSRTC,3,126
10488,49E/22,TGSRTC,3,49E/22
10489, 22/24KV,TGSRTC,3, 22/24KV
10490,283K,TGSRTC,3,283K
10491,18C/J,TGSRTC,3,18C/J
10492,24E,TGSRTC,3,24E
10493,37,TGSRTC,3,37
10494,6X,TGSRTC,3,6X
10495,250S/49M,TGSRTC,3,250S/49M
10496,25P,TGSRTC,3,25P
10497,25P/8R,TGSRTC,3,25P/8R
10498,38T,TGSRTC,3,38T
10499,600,TGSRTC,3,600
10500,23BK,TGSRTC,3,23BK
10501,573,TGSRTC,3,573
10502,217D,TGSRTC,3,217D
10503,549,TGSRTC,3,549
10504,282K,TGSRTC,3,282K
10505,8/24B,TGSRTC,3,8/24B
10506,24BJ,TGSRTC,3,24BJ
10507,90/253T,TGSRTC,3,90/253T
10508,24B/8,TGSRTC,3,24B/8
10509,31,TGSRTC,3,31
10510,24B/211,TGSRTC,3,24B/211
10511,5K/125,TGSRTC,3,5K/125
10512,18/272G,TGSRTC,3,18/272G
